task_id,phase,method,k,n,settled_effect_error_mean,immediate_effect_error_mean,contact_mode_preservation,task_progress_preservation_005,task_progress_mae,action_reconstruction_error_mean,codebook_utilization,dead_code_ratio,clipped_coordinate_rate
bowl_on_plate,free_space,old_diagonal_sensitivity,128,48,700.948406307116,146.75742287909551,1.0,1.0,0.001386839388146038,0.7633620695949109,0.0078125,0.9921875,0.5121527777777778
bowl_on_plate,free_space,pca_kmeans,32,48,51.30450736191122,31.718852922787182,1.0,1.0,0.0,0.07154721404902828,0.09375,0.90625,0.0
bowl_on_plate,free_space,pca_kmeans,64,192,46.338964053382504,26.7160152972567,1.0,1.0,0.0,0.06083400861123759,0.046875,0.953125,0.0
bowl_on_plate,free_space,pca_kmeans,128,48,46.42386137665331,27.55139235308236,1.0,1.0,0.0,0.058123611872456876,0.0234375,0.9765625,0.0
bowl_on_plate,free_space,permuted_j,32,48,437.77135825946533,270.8792785925785,1.0,1.0,1.3877787807814457e-17,1.0122210229278814,0.03125,0.96875,0.9895833333333334
bowl_on_plate,free_space,permuted_j,64,192,362.0223842858407,263.9181172960816,1.0,1.0,1.3877787807814457e-17,1.001667621003193,0.015625,0.984375,0.9895833333333334
bowl_on_plate,free_space,permuted_j,128,48,406.8881411886643,251.40536590633823,1.0,1.0,1.3877787807814457e-17,1.0092635179521012,0.0078125,0.9921875,0.9670138888888888
bowl_on_plate,free_space,phase_conditioned_kmeans,32,48,71.63771416436244,38.30567948091967,1.0,1.0,0.0,0.09077892352515071,0.09375,0.90625,0.0
bowl_on_plate,free_space,phase_conditioned_kmeans,64,192,70.2620981892555,37.47077979834632,1.0,1.0,0.0,0.09019042874960524,0.078125,0.921875,0.0
bowl_on_plate,free_space,phase_conditioned_kmeans,128,48,70.86725007771402,38.10659126706835,1.0,1.0,0.0,0.0888948977713388,0.0390625,0.9609375,0.0
bowl_on_plate,free_space,random_spd,32,48,758.0945442093516,450.6407799523108,1.0,1.0,1.3877787807814457e-17,1.0923556580375984,0.03125,0.96875,1.0
bowl_on_plate,free_space,random_spd,64,192,777.0987585925183,448.2283998730308,1.0,1.0,1.3877787807814457e-17,1.092354427084133,0.015625,0.984375,1.0
bowl_on_plate,free_space,random_spd,128,48,873.4718320250939,523.9235964948751,1.0,1.0,1.3877787807814457e-17,1.0904630021068076,0.0078125,0.9921875,0.9895833333333334
bowl_on_plate,post_contact,caaa_v2,32,48,492115.104349091,278235.4550321851,1.0,0.9166666666666666,0.009009331137218727,0.08372786895628302,0.1875,0.8125,0.0
bowl_on_plate,post_contact,caaa_v2,64,192,594823.6526537989,949724.6920491246,0.9947916666666666,0.8177083333333334,0.02136160523073442,0.12713606959257326,0.140625,0.859375,0.004991319444444444
bowl_on_plate,post_contact,caaa_v2,128,48,508944.92408947897,264200.1823614752,1.0,0.8958333333333334,0.011293752800542548,0.09746916870246007,0.078125,0.921875,0.005208333333333333
bowl_on_plate,post_contact,covariance_mahalanobis,32,48,349265.4468321646,156065.4884173186,1.0,0.875,0.016967820453069896,0.05036477905543441,0.03125,0.96875,0.0
bowl_on_plate,post_contact,covariance_mahalanobis,64,192,370218.3652826051,181293.5596800505,0.9947916666666666,0.8802083333333334,0.015745444775879924,0.04750593553425056,0.046875,0.953125,0.0
bowl_on_plate,post_contact,covariance_mahalanobis,128,48,379760.1349987243,486570.62572554493,1.0,0.8333333333333334,0.020292951886895262,0.046053954079885606,0.0390625,0.9609375,0.0
bowl_on_plate,post_contact,euclidean_farthest,32,48,373736.2557650809,715355.3898331627,1.0,0.8333333333333334,0.023601628092332367,0.059720632723879584,0.03125,0.96875,0.0
bowl_on_plate,post_contact,euclidean_farthest,64,192,589082.9647791589,209103.9400822308,0.9895833333333334,0.8697916666666666,0.013382489901480383,0.050537227260583906,0.078125,0.921875,0.0
bowl_on_plate,post_contact,euclidean_farthest,128,48,489201.7590785458,268150.9318155906,1.0,0.8541666666666666,0.01689238590718312,0.04189829627998165,0.046875,0.953125,0.0
bowl_on_plate,post_contact,global_kmeans,32,48,441024.9797635791,307059.0870691255,1.0,0.875,0.015063275444804673,0.0474515700826732,0.0625,0.9375,0.0
bowl_on_plate,post_contact,global_kmeans,64,192,387939.23227016005,267167.58737608365,0.9947916666666666,0.875,0.01551950476345163,0.050046408118204655,0.015625,0.984375,0.0
bowl_on_plate,post_contact,global_kmeans,128,48,456322.4128496305,296056.2559907658,1.0,0.8333333333333334,0.018742767988658943,0.042986009735044156,0.046875,0.953125,0.0
bowl_on_plate,post_contact,old_diagonal_sensitivity,32,48,389144.7096205104,225600.2610783152,1.0,0.8958333333333334,0.012633655188209655,0.05371100784290677,0.03125,0.96875,0.0
bowl_on_plate,post_contact,old_diagonal_sensitivity,64,192,362865.9699819316,285414.27122083254,0.9947916666666666,0.890625,0.014387543740385986,0.05804339970113395,0.046875,0.953125,0.0
bowl_on_plate,post_contact,old_diagonal_sensitivity,128,48,339062.7769186507,275389.84281653963,1.0,0.8958333333333334,0.013648259738509395,0.05269843563738908,0.015625,0.984375,0.0
bowl_on_plate,post_contact,pca_kmeans,32,48,455513.83664000314,257177.32078719852,1.0,0.875,0.012550208882289636,0.04211472020810372,0.125,0.875,0.0
bowl_on_plate,post_contact,pca_kmeans,64,192,362403.4400097886,255857.74050954144,0.9947916666666666,0.8958333333333334,0.01363900909613402,0.04686217317704935,0.03125,0.96875,0.0
bowl_on_plate,post_contact,pca_kmeans,128,48,439063.19924945943,221410.32174136143,1.0,0.875,0.01404870720316296,0.03795094483793108,0.0390625,0.9609375,0.0
bowl_on_plate,post_contact,permuted_j,32,48,2813736.8945832253,1748486.4719530817,0.9375,0.8333333333333334,0.021629748180658288,0.6773765546119334,0.25,0.75,0.4765625
bowl_on_plate,post_contact,permuted_j,64,192,2333863.452455605,2473971.2341450467,0.9635416666666666,0.5572916666666666,0.11157737655720516,0.791191348139614,0.21875,0.78125,0.5407986111111112
bowl_on_plate,post_contact,permuted_j,128,48,2128013.0918032206,2019119.6522431076,1.0,0.6041666666666666,0.11124450589326935,0.7805688191140252,0.109375,0.890625,0.5590277777777778
bowl_on_plate,post_contact,phase_conditioned_kmeans,32,48,340388.80352819146,321056.71686754475,1.0,0.9166666666666666,0.01005641523413312,0.04839183945985645,0.0625,0.9375,0.0
bowl_on_plate,post_contact,phase_conditioned_kmeans,64,192,400488.9573258399,269302.8324069824,0.9947916666666666,0.875,0.01572817780966399,0.04719277168977748,0.078125,0.921875,0.0
bowl_on_plate,post_contact,phase_conditioned_kmeans,128,48,436662.00467481586,202230.0067594729,1.0,0.8541666666666666,0.017847969028271207,0.045929861305895624,0.0390625,0.9609375,0.0
bowl_on_plate,post_contact,random_spd,32,48,383527.40512619185,126679.60268964904,1.0,0.8958333333333334,0.014518619185992968,0.05485591764959872,0.125,0.875,0.0
bowl_on_plate,post_contact,random_spd,64,192,328671.04970818985,161680.32183564812,0.9947916666666666,0.890625,0.01397776352909876,0.05773168935150175,0.140625,0.859375,0.0
bowl_on_plate,post_contact,random_spd,128,48,334448.65408481896,161840.39995078303,0.9791666666666666,0.9375,0.009150023361286572,0.05858006406174313,0.0859375,0.9140625,0.0
bowl_on_plate,pre_contact,caaa_v2,32,48,4637.625807785855,1575.3754212227213,0.7708333333333334,0.5,0.04627938786279215,1.0019437634586925,0.03125,0.96875,0.9583333333333334
