task_id,seed,success,steps,final_progress,checkpoint_sha256,trajectory_sha256,metric_scores_read
plate_push,131507006,False,500,0.11917316913604736,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507007,False,500,0.006470612250268459,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507008,False,500,0.05365410074591637,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507009,False,500,0.006429607979953289,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507010,False,500,0.017686201259493828,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507011,False,500,0.2849090099334717,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507012,False,500,0.18023529648780823,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507013,False,500,0.018102798610925674,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507014,False,500,0.06449772417545319,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507015,False,500,0.00931877177208662,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507016,False,500,0.06028120592236519,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507017,False,500,0.11847180128097534,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507018,False,500,0.014048141427338123,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507019,False,500,0.048328906297683716,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507020,False,500,0.026281697675585747,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507021,False,500,0.017371583729982376,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507022,False,500,0.0010405326029285789,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507023,False,500,0.011615864932537079,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507024,False,500,0.1958962082862854,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507025,False,500,0.007278176955878735,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507026,False,500,0.006690199486911297,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507027,False,500,0.013038006611168385,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507028,False,500,0.009939292445778847,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507029,False,500,0.13759641349315643,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507030,False,500,0.06937519460916519,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507031,False,500,0.022648101672530174,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507032,False,500,0.04310663416981697,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507033,False,500,0.10140923410654068,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507034,False,500,0.21628063917160034,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507035,False,500,0.007534992415457964,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507036,False,500,0.017445091158151627,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507037,False,500,0.004747861064970493,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507038,False,500,0.004328474868088961,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507039,False,500,0.027854714542627335,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507040,False,500,0.12210815399885178,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507041,False,500,0.01846284791827202,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507042,False,500,0.0060225618071854115,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
