action_reconstruction_rmse,balanced_task_effect_error,clipped,code_perplexity,contact_mode_preserved,error_group_contact_mode_and_penetration,error_group_gripper_and_articulation,error_group_object_pose,error_group_task_progress_and_constraint,error_group_tcp_object_relative_pose,exact_selected_index_invariance,index_mismatches,inference_latency_ms,level,method,n,ndcg_at_16,normalized_code_utilization,object_pose_error,oracle_regret,phase,self_distance_error,split,symmetry_error,task_id,task_progress_abs_error,tcp_object_relative_pose_error,unique_codes
0.0184578214768,0.376320164167,0,79.8850869655,0.9453125,0.845682667586,0.370131474746,0.241057507629,0.0951108901302,0.329618280742,,,4.36254791401,pooled,action_only_pair_ranker,6144,0.481419966717,0.340756617203,0.241057507629,0.336140395247,ALL,0,development,0,ALL,0.00469963550822,0.329618280742,173
0.0236809406051,0.37496937239,0,7.50583789496,0.95068359375,0.840611032079,0.370764846348,0.253428592733,0.0691206535159,0.340921737272,1,0,4.36254791401,pooled,candidate_order_permutation,6144,nan,0.113988795324,0.253428592733,nan,ALL,0,development,0,ALL,0.00342303694614,0.340921737272,147
0.0240674568062,0.376312370095,0,4.28954504099,0.949381510417,0.840544813026,0.373480138172,0.251416007655,0.0701172640517,0.346003627568,,,4.36254791401,pooled,consequence_labels_shuffled,6144,0.423820812504,0.0856582390489,0.251416007655,0.336132601296,ALL,0,development,0,ALL,0.00343427422307,0.346003627568,124
0.0232088358349,0.369254776191,0,8.30386257348,0.94921875,0.842381880057,0.353845843033,0.246684314179,0.0710357454131,0.332326098272,,,4.36254791401,pooled,history_shuffled,6144,0.47964101731,0.140008534357,0.246684314179,0.329075007509,ALL,0,development,0,ALL,0.00343735329143,0.332326098272,127
0.0222359853113,0.380201194126,0,8.48765057203,0.945149739583,0.849849639992,0.382987265118,0.247519957337,0.0759796721072,0.344669436074,,,4.36254791401,pooled,joint_state_nominal_shuffled_within_task,6144,0.476438864541,0.121979473097,0.247519957337,0.340021425264,ALL,0,development,0,ALL,0.00351652470829,0.344669436074,147
0.0242094123416,0.377468891853,0,4.05844661175,0.951497395833,0.843991714569,0.373363200668,0.254200773672,0.06814460286,0.347644167497,,,4.36254791401,pooled,no_nominal_action,6144,0.44723618307,0.0773872928362,0.254200773672,0.337289123151,ALL,0,development,0,ALL,0.00342241715942,0.347644167497,118
0.0237232976729,0.374337438944,0,6.93141780994,0.951009114583,0.836990460465,0.371538061755,0.253572750187,0.068934094287,0.340651828029,,,4.36254791401,pooled,nominal_action_shuffled_within_task,6144,0.444945821609,0.110865325875,0.253572750187,0.334157670152,ALL,0,development,0,ALL,0.00342171065433,0.340651828029,146
0.019552290203,0.378053924446,0,47.5626151326,0.946940104167,0.864615184273,0.361817140538,0.249352512705,0.0831097794862,0.331375005226,,,4.36254791401,pooled,soft_routing_labels_shuffled,6144,0.485621786313,0.2682311959,0.249352512705,0.337874155701,ALL,0,development,0,ALL,0.00370180814414,0.331375005226,169
0.0239247906411,0.363317928145,0,4.07289368667,0.943196614583,0.823348446857,0.345186662958,0.243176536784,0.0712688168891,0.333609177236,,,4.36254791401,pooled,state_shuffled_within_task,6144,0.506149572021,0.0867997164109,0.243176536784,0.323138159173,ALL,0,development,0,ALL,0.00343547577462,0.333609177236,125
