candidate_distance_spearman,direction_family_id,inference_latency_ms,kendall_tau,level,method,n,ndcg_at_16,o1_baseline_gap_fraction_closed,oracle_neighbor_recall_at_1,oracle_neighbor_recall_at_8,oracle_regret,pairwise_accuracy,phase,split,task_id
0.489613828562,ALL,4.38334579106,0.352282410661,phase,C3_NC_BIENCODER,1536,0.45191534225,0,0.126953125,0.216471354167,0.376443703554,0.67614120533,pre_contact,development,ALL
0.658611107941,0,4.36254791401,0.524769027988,direction_family,C3_NC_BIENCODER,2048,0.612252163184,0,0.1953125,0.357177734375,0.250959090443,0.762384513994,ALL,development,ALL
0.672213035753,1,4.36254791401,0.536772848168,direction_family,C3_NC_BIENCODER,2048,0.624403468084,0,0.29931640625,0.41162109375,0.239852486968,0.768386424084,ALL,development,ALL
0.663791434823,2,4.36254791401,0.528906420723,direction_family,C3_NC_BIENCODER,2048,0.622081527694,0,0.2578125,0.365661621094,0.238099330066,0.764453210361,ALL,development,ALL
0.326638235999,ALL,4.36254791401,0.236747033367,pooled,C4_NC_PAIR_RANKER,6144,0.444898070843,-0.311761145709,0.06298828125,0.135416666667,0.318719002371,0.618373516684,ALL,development,ALL
0.353697052987,ALL,4.61236403513,0.25917853225,task,C4_NC_PAIR_RANKER,1536,0.362238846705,-0.200758234571,0.052734375,0.140299479167,0.522643415262,0.629589266125,ALL,development,bowl_on_plate
0.275939972628,ALL,4.25888273829,0.196365087255,task,C4_NC_PAIR_RANKER,1536,0.382605285014,-0.500404301456,0.060546875,0.111328125,0.295883020424,0.598182543627,ALL,development,plate_push
0.334326473202,ALL,4.30350085147,0.245311518195,task,C4_NC_PAIR_RANKER,1536,0.467188877731,-0.62019276204,0.0611979166667,0.14111328125,0.268193166206,0.622655759098,ALL,development,stove_turn_on
0.34258944518,ALL,4.27544403116,0.246132995769,task,C4_NC_PAIR_RANKER,1536,0.567559273923,-0.0820662317589,0.0774739583333,0.14892578125,0.188156407591,0.623066497885,ALL,development,wine_rack
0.177460971418,ALL,4.30200294583,0.126798637105,phase,C4_NC_PAIR_RANKER,1536,0.278779869939,-0.302468897971,0.0286458333333,0.077880859375,0.439965033757,0.563399318553,contact_onset,development,ALL
0.704553888922,ALL,4.33463829935,0.523300881504,phase,C4_NC_PAIR_RANKER,1536,0.866172689257,-1.21561682657,0.129557291667,0.268636067708,0.0324933080198,0.761650440752,free_space,development,ALL
0.0374292450965,ALL,4.43020461982,0.026094880042,phase,C4_NC_PAIR_RANKER,1536,0.24715034829,-0.682974620168,0.0201822916667,0.04345703125,0.408927161462,0.513047440021,post_contact,development,ALL
0.387108838559,ALL,4.38334579106,0.270793734818,phase,C4_NC_PAIR_RANKER,1536,0.387489375888,-0.0452838034723,0.0735677083333,0.151692708333,0.393490506244,0.635396867409,pre_contact,development,ALL
0.313252799605,0,4.36254791401,0.225203993029,direction_family,C4_NC_PAIR_RANKER,2048,0.451521777896,-0.190662524593,0.05712890625,0.126342773438,0.298807584197,0.612601996515,ALL,development,ALL
0.352701301919,1,4.36254791401,0.259618756776,direction_family,C4_NC_PAIR_RANKER,2048,0.431810242385,-0.50310998959,0.076171875,0.162109375,0.36052466919,0.629809378388,ALL,development,ALL
0.313960606474,2,4.36254791401,0.225418350297,direction_family,C4_NC_PAIR_RANKER,2048,0.451362192249,-0.246642540504,0.0556640625,0.117797851562,0.296824753725,0.612709175149,ALL,development,ALL
0.326638235999,ALL,4.36254791401,0.236747033367,pooled,C5_NCER_AA,6144,0.444898070843,-0.377903390637,0.06298828125,0.135416666667,0.334789603628,0.618373516684,ALL,development,ALL
0.353697052987,ALL,4.61236403513,0.25917853225,task,C5_NCER_AA,1536,0.362238846705,-0.245655229216,0.052734375,0.140299479167,0.542185332978,0.629589266125,ALL,development,bowl_on_plate
0.275939972628,ALL,4.25888273829,0.196365087255,task,C5_NCER_AA,1536,0.382605285014,-0.500404301456,0.060546875,0.111328125,0.295883020424,0.598182543627,ALL,development,plate_push
0.334326473202,ALL,4.30350085147,0.245311518195,task,C5_NCER_AA,1536,0.467188877731,-0.749621204388,0.0611979166667,0.14111328125,0.289617668625,0.622655759098,ALL,development,stove_turn_on
0.34258944518,ALL,4.27544403116,0.246132995769,task,C5_NCER_AA,1536,0.567559273923,-0.216153825366,0.0774739583333,0.14892578125,0.211472392486,0.623066497885,ALL,development,wine_rack
0.177460971418,ALL,4.30200294583,0.126798637105,phase,C5_NCER_AA,1536,0.278779869939,-0.321754438807,0.0286458333333,0.077880859375,0.446479556782,0.563399318553,contact_onset,development,ALL
0.704553888922,ALL,4.33463829935,0.523300881504,phase,C5_NCER_AA,1536,0.866172689257,-2.16649367312,0.129557291667,0.268636067708,0.0464384694274,0.761650440752,free_space,development,ALL
0.0374292450965,ALL,4.43020461982,0.026094880042,phase,C5_NCER_AA,1536,0.24715034829,-0.682974620168,0.0201822916667,0.04345703125,0.408927161462,0.513047440021,post_contact,development,ALL
0.387108838559,ALL,4.38334579106,0.270793734818,phase,C5_NCER_AA,1536,0.387489375888,-0.161696218355,0.0735677083333,0.151692708333,0.437313226842,0.635396867409,pre_contact,development,ALL
0.313252799605,0,4.36254791401,0.225203993029,direction_family,C5_NCER_AA,2048,0.451521777896,-0.271911196952,0.05712890625,0.126342773438,0.319197677111,0.612601996515,ALL,development,ALL
0.352701301919,1,4.36254791401,0.259618756776,direction_family,C5_NCER_AA,2048,0.431810242385,-0.563412000324,0.076171875,0.162109375,0.374988256433,0.629809378388,ALL,development,ALL
0.313960606474,2,4.36254791401,0.225418350297,direction_family,C5_NCER_AA,2048,0.451362192249,-0.30274569548,0.0556640625,0.117797851562,0.31018287734,0.612709175149,ALL,development,ALL
0.371587872943,ALL,4.36254791401,0.262292090964,pooled,C6_SOFT_MIXTURE_NCER_AA,6144,0.492667222312,-0.366616537551,0.0808919270833,0.161295572917,0.33204723352,0.631146045482,ALL,development,ALL
0.376064954668,ALL,4.61236403513,0.270560659381,task,C6_SOFT_MIXTURE_NCER_AA,1536,0.392564553778,-0.164162243558,0.0748697916667,0.159586588542,0.506714601969,0.635280329691,ALL,development,bowl_on_plate
0.336268147027,ALL,4.25888273829,0.233262884501,task,C6_SOFT_MIXTURE_NCER_AA,1536,0.439136327248,-0.583506727028,0.0709635416667,0.145182291667,0.31227100109,0.616631442251,ALL,development,plate_push
0.411332953711,ALL,4.30350085147,0.292851472787,task,C6_SOFT_MIXTURE_NCER_AA,1536,0.521493825395,-0.75257853557,0.076171875,0.165852864583,0.290107200508,0.646425736393,ALL,development,stove_turn_on
0.362685436367,ALL,4.27544403116,0.252493347188,task,C6_SOFT_MIXTURE_NCER_AA,1536,0.617474182826,-0.259997081006,0.1015625,0.174560546875,0.219096130512,0.626246673594,ALL,development,wine_rack
0.255279843399,ALL,4.30200294583,0.174912605591,phase,C6_SOFT_MIXTURE_NCER_AA,1536,0.351196707964,-0.283906678517,0.0494791666667,0.117838541667,0.433694843719,0.587456302795,contact_onset,development,ALL
0.617477026315,ALL,4.33463829935,0.450812788912,phase,C6_SOFT_MIXTURE_NCER_AA,1536,0.870904890071,-1.96280370829,0.155598958333,0.255940755208,0.0434512377507,0.725406394456,free_space,development,ALL
0.267760296065,ALL,4.43020461982,0.183095859861,phase,C6_SOFT_MIXTURE_NCER_AA,1536,0.37096815595,-0.68942643393,0.0520833333333,0.128092447917,0.410494815458,0.59154792993,post_contact,development,ALL
0.345834325994,ALL,4.38334579106,0.240347109493,phase,C6_SOFT_MIXTURE_NCER_AA,1536,0.377599135262,-0.170289296894,0.06640625,0.143310546875,0.440548037152,0.620173554747,pre_contact,development,ALL
0.348949730212,0,4.36254791401,0.244958792211,direction_family,C6_SOFT_MIXTURE_NCER_AA,2048,0.50373835263,-0.298141466811,0.0556640625,0.154357910156,0.325780401777,0.622479396106,ALL,development,ALL
0.433447554135,1,4.36254791401,0.309048630259,direction_family,C6_SOFT_MIXTURE_NCER_AA,2048,0.47692153423,-0.432262904434,0.10546875,0.184753417969,0.343531819621,0.65452431513,ALL,development,ALL
0.332366334482,2,4.36254791401,0.232868850422,direction_family,C6_SOFT_MIXTURE_NCER_AA,2048,0.497341780075,-0.372660221561,0.08154296875,0.144775390625,0.326829479162,0.616434425211,ALL,development,ALL
0.304157187965,ALL,4.36254791401,0.20981095823,pooled,action_only_pair_ranker,6144,0.481419966717,-0.38346288332,0.06787109375,0.145833333333,0.336140395247,0.604905479115,ALL,development,ALL
0.274822779716,ALL,4.61236403513,0.188873155506,task,action_only_pair_ranker,1536,0.376656560681,-0.131990453188,0.0625,0.131998697917,0.492711471356,0.594436577753,ALL,development,bowl_on_plate
0.314006573841,ALL,4.25888273829,0.216990959812,task,action_only_pair_ranker,1536,0.436336817162,-0.578047559383,0.0618489583333,0.141031901042,0.311194441252,0.608495479906,ALL,development,plate_push
0.29236430161,ALL,4.30350085147,0.201259166818,task,action_only_pair_ranker,1536,0.497966499017,-0.89110730049,0.0559895833333,0.139729817708,0.313038094254,0.600629583409,ALL,development,stove_turn_on
0.335435096691,ALL,4.27544403116,0.232120550782,task,action_only_pair_ranker,1536,0.614719990008,-0.309002940012,0.0911458333333,0.170572916667,0.227617574127,0.616060275391,ALL,development,wine_rack
0.253381210335,ALL,4.30200294583,0.173639856491,phase,action_only_pair_ranker,1536,0.35062728226,-0.23338830481,0.0494791666667,0.11767578125,0.416630084608,0.586819928246,contact_onset,development,ALL
0.435375472182,ALL,4.33463829935,0.304397393869,phase,action_only_pair_ranker,1536,0.84432828355,-2.41967171834,0.110677083333,0.208658854167,0.0501514725552,0.652198696935,free_space,development,ALL
0.263564706135,ALL,4.43020461982,0.180156436924,phase,action_only_pair_ranker,1536,0.370641148576,-0.70968966719,0.0501302083333,0.127522786458,0.415418351654,0.590078218462,post_contact,development,ALL
