balanced_prediction_error,contact_accuracy,effect_norm_spearman,level,mean_nrmse,mean_predicted_effect_norm,mean_true_effect_norm,method,mse,n,phase,predicted_to_true_norm_ratio,rmse,split,task_id,uncertainty_error_spearman
0.7556565585369565,0.9811197916666666,0.35712546345942325,task,3.3231823010408337,9.258925711027144,4.985910172582577,P6_random_latent_atlas,9.712562166329027,1536,ALL,1.8570181552691816,3.1164983822118417,calibration,plate_push,0.7743419511972857
0.3315809219004132,0.9010416666666666,0.387220344822288,task,1.4101262993146364,2.0235411276496755,3.2048663928912724,P6_random_latent_atlas,0.5624768659905905,1536,ALL,0.6313964077061374,0.7499845771684845,calibration,stove_turn_on,0.2832811615864061
1.8295841393606571,0.60546875,0.28851630929472577,task,87.79293828140051,164.07724164578235,9.758631905498094,P6_random_latent_atlas,7136.366149512017,1536,ALL,16.81354960763915,84.47701551020856,calibration,wine_rack,0.8465592773741732
0.24277422690734418,1.0,0.10995623493988671,phase,2.355831305812368,3.1309392536570115,1.9876816926227086,P6_random_latent_atlas,0.47441338014421186,1536,free_space,1.5751713492545159,0.6887767273538007,calibration,ALL,0.2725622848933686
0.48396765790924784,0.8333333333333334,0.3892690930977262,phase,1.7897102864036913,4.693288838868484,6.5071294405762075,P6_random_latent_atlas,4.520251370259313,1536,pre_contact,0.7212533393915233,2.1260882790371882,calibration,ALL,0.35711738040389185
1.3246304968870435,0.744140625,0.45043426306905243,phase,6.1813339972134544,24.95814142758647,7.943336473800389,P6_random_latent_atlas,67.51507487989426,1536,contact_onset,3.142022437285168,8.216755739334975,calibration,ALL,0.8927194617459877
2.4801540610214996,0.5625,0.003330864596203527,phase,99.04734689920019,214.3913531877039,7.5453434553352485,P6_random_latent_atlas,7560.821689217947,1536,post_contact,28.4137301975445,86.95298551066517,calibration,ALL,0.9321799321937274
nan,nan,0.6193335381619497,pooled,nan,1.2978768316308806,5.235583718583947,LJ_linear_j_atlas,1.691440456749019,6144,ALL,0.24789534489230047,1.300553903822913,development,ALL,nan
nan,nan,0.568423264210354,task,nan,1.2168814993062111,5.504281343035051,LJ_linear_j_atlas,1.7764787290477153,1536,ALL,0.22107908798048917,1.3328461010363182,development,bowl_on_plate,nan
nan,nan,0.6526331200951943,task,nan,1.1077328800547568,5.445398946906472,LJ_linear_j_atlas,2.0853055763191013,1536,ALL,0.20342547733514715,1.4440587163682443,development,plate_push,nan
nan,nan,0.7313173149081913,task,nan,1.2169285190221422,4.367578772038974,LJ_linear_j_atlas,0.7170867669031263,1536,ALL,0.2786277208811571,0.846809758389171,development,stove_turn_on,nan
nan,nan,0.5153606100725686,task,nan,1.649964428140412,5.625075812355294,LJ_linear_j_atlas,2.1868907547261336,1536,ALL,0.29332305611176285,1.478813968937991,development,wine_rack,nan
nan,nan,0.9430815239288582,phase,nan,0.6164461355560148,1.988647388310725,LJ_linear_j_atlas,0.07362385305722154,1536,free_space,0.30998262395811693,0.27133715753140325,development,ALL,nan
nan,nan,0.49958027689231466,phase,nan,1.2765663996899212,6.188727355672161,LJ_linear_j_atlas,2.3240124130508133,1536,pre_contact,0.20627284517872782,1.5244711912826734,development,ALL,nan
nan,nan,0.4685985907964496,phase,nan,1.617202471532029,6.311293918537867,LJ_linear_j_atlas,2.1245857719539596,1536,contact_onset,0.2562394482662099,1.4575958877391084,development,ALL,nan
nan,nan,0.4152993457046349,phase,nan,1.6812923197455572,6.453666211815038,LJ_linear_j_atlas,2.2435397889340822,1536,post_contact,0.2605173965563224,1.4978450483725219,development,ALL,nan
0.3867006790546969,0.9200846354166666,0.146668051511293,pooled,3.1292958183014465,4.337100627545927,5.235583718583947,MC_NCEA,6.745261254372475,6144,ALL,0.8283891273003977,2.597164079216497,development,ALL,0.6807706372033677
0.4243926144346199,0.8977864583333334,0.14546794897946208,task,1.0997301533866837,3.107627330745648,5.504281343035051,MC_NCEA,2.5583141899686113,1536,ALL,0.5645836644374919,1.5994730976070248,development,bowl_on_plate,0.6055639270682556
