B2_error,C3_FULL_error,C3_K64_error,C5_error,O_FULL_error,O_K64_error,c4_override_loss,consequence_group,direction_family_id,learned_compression_loss,learned_metric_loss,level,n_targets,oracle_bank_compression_loss,phase,split,task_id
0.209796746413,0.161463886443,0.207390338951,0.303654409596,0.0522981469597,0.115042681499,0.0962640706448,tcp_object_relative_pose,2,0.0459264525082,0.109165739483,direction_family,2048,0.062744534539,ALL,DEVELOPMENT_EPISODES_36_39,ALL
0.726375874482,0.592713494012,0.70775104375,0.798604824003,0.0364250366955,0.338195776203,0.0908537802529,contact_mode_and_penetration,2,0.115037549739,0.556288457316,direction_family,2048,0.301770739507,ALL,DEVELOPMENT_EPISODES_36_39,ALL
0.254958298055,0.134843984253,0.204040654194,0.34086742784,0.0173021650049,0.0725426360771,0.136826773645,gripper_and_articulation,2,0.0691966699412,0.117541819248,direction_family,2048,0.0552404710722,ALL,DEVELOPMENT_EPISODES_36_39,ALL
0.0669826661169,0.0491898181308,0.0514459597848,0.0498248911552,0.00320310958813,0.00730827127522,-0.00162106862969,task_progress_and_constraint,2,0.00225614165402,0.0459867085427,direction_family,2048,0.00410516168709,ALL,DEVELOPMENT_EPISODES_36_39,ALL
0.271994813468,0.204320743569,0.268328582113,0.334293755113,0.029860256154,0.120583031643,0.0659651730008,BALANCED_TASK_EFFECT,ALL,0.0640078385434,0.174460487415,pooled,15360,0.0907227754888,ALL,HISTORICAL_EXPLORATORY_EPISODES_40_49,ALL
0.118084783977,0.0927262472046,0.133601855249,0.160851549791,0.0367109349443,0.0629937138403,0.0272496945422,object_pose,ALL,0.0408756080439,0.0560153122603,pooled,15360,0.0262827788959,ALL,HISTORICAL_EXPLORATORY_EPISODES_40_49,ALL
0.178832017962,0.12593932117,0.194192461021,0.282453986122,0.0639225809483,0.118203606115,0.0882615251011,tcp_object_relative_pose,ALL,0.0682531398502,0.0620167402222,pooled,15360,0.0542810251665,ALL,HISTORICAL_EXPLORATORY_EPISODES_40_49,ALL
0.742173263399,0.623391059104,0.756797445744,0.852871538891,0.0304492603343,0.337338370242,0.0960740931463,contact_mode_and_penetration,ALL,0.133406386641,0.59294179877,pooled,15360,0.306889109908,ALL,HISTORICAL_EXPLORATORY_EPISODES_40_49,ALL
0.24769579624,0.121748824593,0.188331886001,0.290223596562,0.0161448547638,0.0789764607065,0.101891710561,gripper_and_articulation,ALL,0.0665830614079,0.10560396983,pooled,15360,0.0628316059427,ALL,HISTORICAL_EXPLORATORY_EPISODES_40_49,ALL
0.0731882057638,0.0577982657733,0.0687192625476,0.0850681042017,0.00207364977949,0.0054030073108,0.0163488416541,task_progress_and_constraint,ALL,0.0109209967742,0.0557246159938,pooled,15360,0.00332935753131,ALL,HISTORICAL_EXPLORATORY_EPISODES_40_49,ALL
0.284682500377,0.24406599683,0.326335475926,0.373105301518,0.034275939502,0.137299521208,0.0467698255921,BALANCED_TASK_EFFECT,ALL,0.0822694790966,0.209790057328,task,3840,0.103023581706,ALL,HISTORICAL_EXPLORATORY_EPISODES_40_49,bowl_on_plate
0.17183771414,0.134793827897,0.208276779158,0.22921257019,0.0490703872954,0.0889851291376,0.0209357910316,object_pose,ALL,0.0734829512608,0.085723440602,task,3840,0.0399147418423,ALL,HISTORICAL_EXPLORATORY_EPISODES_40_49,bowl_on_plate
0.231019357993,0.170384633976,0.272052517308,0.360813115646,0.0736172475304,0.133302828197,0.088760598338,tcp_object_relative_pose,ALL,0.101667883333,0.0967673864452,task,3840,0.0596855806668,ALL,HISTORICAL_EXPLORATORY_EPISODES_40_49,bowl_on_plate
0.852463549688,0.778420029562,0.950116738816,1.03917760157,0.0361808231714,0.438757796742,0.0890608627511,contact_mode_and_penetration,ALL,0.171696709254,0.74223920639,task,3840,0.402576973571,ALL,HISTORICAL_EXPLORATORY_EPISODES_40_49,bowl_on_plate
0.056178780669,0.0462005157235,0.0763526144248,0.084444234707,0.0112266709308,0.0233216716959,0.00809162028222,gripper_and_articulation,ALL,0.0301520987012,0.0349738447927,task,3840,0.0120950007651,ALL,HISTORICAL_EXPLORATORY_EPISODES_40_49,bowl_on_plate
0.111913099394,0.0905309769896,0.124878729923,0.151878985481,0.00128456858217,0.00213018026905,0.0270002555577,task_progress_and_constraint,ALL,0.0343477529339,0.0892464084074,task,3840,0.00084561168688,ALL,HISTORICAL_EXPLORATORY_EPISODES_40_49,bowl_on_plate
0.258745125267,0.174506764419,0.235280911757,0.319272123743,0.0233447475171,0.123450122192,0.0839912119856,BALANCED_TASK_EFFECT,ALL,0.0607741473382,0.151162016902,task,3840,0.100105374675,ALL,HISTORICAL_EXPLORATORY_EPISODES_40_49,plate_push
0.0674679653297,0.0362978211837,0.0581094631796,0.101776410075,0.0411426007867,0.0622416715181,0.0436669468958,object_pose,ALL,0.0218116419958,-0.00484477960299,task,3840,0.0210990707314,ALL,HISTORICAL_EXPLORATORY_EPISODES_40_49,plate_push
0.0925836980651,0.0498156321815,0.084146244488,0.14995403234,0.0415640731746,0.0763167353875,0.0658077878519,tcp_object_relative_pose,ALL,0.0343306123066,0.00825155900686,task,3840,0.0347526622129,ALL,HISTORICAL_EXPLORATORY_EPISODES_40_49,plate_push
1.05743535958,0.747543842041,0.96951275151,1.18484135172,0.0212729746403,0.444285619037,0.215328600207,contact_mode_and_penetration,ALL,0.221968909469,0.726270867401,task,3840,0.423012644397,ALL,HISTORICAL_EXPLORATORY_EPISODES_40_49,plate_push
0.0741861219545,0.0368167989047,0.061884892373,0.157138991617,0.0116282992325,0.0325634929085,0.0952540992442,gripper_and_articulation,ALL,0.0250680934683,0.0251884996722,task,3840,0.020935193676,ALL,HISTORICAL_EXPLORATORY_EPISODES_40_49,plate_push
0.0020524814059,0.00205972778309,0.0027512072345,0.00264983296326,0.00111578975159,0.00184309210739,-0.00010137427124,task_progress_and_constraint,ALL,0.000691479451409,0.000943938031507,task,3840,0.000727302355805,ALL,HISTORICAL_EXPLORATORY_EPISODES_40_49,plate_push
0.26334070691,0.140675557838,0.20064996001,0.3066334733,0.0232495621289,0.0865983875589,0.10598351329,BALANCED_TASK_EFFECT,ALL,0.0599744021724,0.117425995709,task,3840,0.06334882543,ALL,HISTORICAL_EXPLORATORY_EPISODES_40_49,stove_turn_on
0,0,0,0,0,0,0,object_pose,ALL,0,0,task,3840,0,ALL,HISTORICAL_EXPLORATORY_EPISODES_40_49,stove_turn_on
0.116929876216,0.0545866986041,0.104036550396,0.2242367993,0.0595936116203,0.116945235926,0.120200248904,tcp_object_relative_pose,ALL,0.0494498517915,-0.00500691301625,task,3840,0.0573516243057,ALL,HISTORICAL_EXPLORATORY_EPISODES_40_49,stove_turn_on
0.310341609281,0.254354310921,0.316932025287,0.380494775844,0.0206624756191,0.0674940884331,0.0635627505568,contact_mode_and_penetration,ALL,0.0625777143661,0.233691835302,task,3840,0.0468316128141,ALL,HISTORICAL_EXPLORATORY_EPISODES_40_49,stove_turn_on
0.777104225928,0.331534611457,0.501621288835,0.801837973547,0.0319816837957,0.234624522385,0.300216684713,gripper_and_articulation,ALL,0.170086677377,0.299552927662,task,3840,0.202642838589,ALL,HISTORICAL_EXPLORATORY_EPISODES_40_49,stove_turn_on
0.112327823124,0.0629021682067,0.0806599355341,0.12659781781,0.00401003960925,0.0139280910505,0.0459378822757,task_progress_and_constraint,ALL,0.0177577673275,0.0588921285974,task,3840,0.00991805144129,ALL,HISTORICAL_EXPLORATORY_EPISODES_40_49,stove_turn_on
0.28121092132,0.25803465519,0.311047980756,0.338164121892,0.0385707754681,0.134984095612,0.0271161411358,BALANCED_TASK_EFFECT,ALL,0.0530133255662,0.219463879722,task,3840,0.0964133201443,ALL,HISTORICAL_EXPLORATORY_EPISODES_40_49,wine_rack
0.233033456437,0.199813339737,0.268021178656,0.312417218898,0.0566307516953,0.100748054705,0.0443960402414,object_pose,ALL,0.068207838919,0.143182588042,task,3840,0.0441173030101,ALL,HISTORICAL_EXPLORATORY_EPISODES_40_49,wine_rack
0.274795139576,0.228970319921,0.316534531891,0.394811997201,0.0809153914677,0.146249624948,0.0782774653102,tcp_object_relative_pose,ALL,0.08756421197,0.148054928453,task,3840,0.0653342334805,ALL,HISTORICAL_EXPLORATORY_EPISODES_40_49,wine_rack
0.74845253505,0.713246053892,0.790628267364,0.806972426434,0.0436807679065,0.398815976756,0.0163441590699,contact_mode_and_penetration,ALL,0.0773822134726,0.669565285985,task,3840,0.355135208849,ALL,HISTORICAL_EXPLORATORY_EPISODES_40_49,wine_rack
0.0833140564061,0.0724433722877,0.113468748373,0.117473186376,0.0097427650961,0.0253961558366,0.00400443800302,gripper_and_articulation,ALL,0.0410253760851,0.0627006071916,task,3840,0.0156533907405,ALL,HISTORICAL_EXPLORATORY_EPISODES_40_49,wine_rack
0.0664594191312,0.075700190114,0.0665871774982,0.0591457805526,0.00188420117493,0.0037106658162,-0.00744139694557,task_progress_and_constraint,ALL,-0.00911301261586,0.0738159889391,task,3840,0.00182646464127,ALL,HISTORICAL_EXPLORATORY_EPISODES_40_49,wine_rack
0.341976470189,0.250318759548,0.344291027668,0.397924118819,0.0301950391977,0.141913744501,0.0536330911505,BALANCED_TASK_EFFECT,ALL,0.0939722681207,0.22012372035,phase,3840,0.111718705303,contact_onset,HISTORICAL_EXPLORATORY_EPISODES_40_49,ALL
0.159022319126,0.111620796389,0.168581973438,0.216160379124,0.0481049812608,0.081361437818,0.0475784056862,object_pose,ALL,0.0569611770485,0.0635158151284,phase,3840,0.0332564565572,contact_onset,HISTORICAL_EXPLORATORY_EPISODES_40_49,ALL
0.162723753179,0.119968795688,0.181923136354,0.223913207591,0.0516265909698,0.0897569928541,0.0419900712367,tcp_object_relative_pose,ALL,0.0619543406654,0.0683422047186,phase,3840,0.0381304018843,contact_onset,HISTORICAL_EXPLORATORY_EPISODES_40_49,ALL
1.03608944808,0.793436746748,1.01485826571,1.17743715772,0.0301238891595,0.446565042009,0.162578892011,contact_mode_and_penetration,ALL,0.221421518958,0.763312857589,phase,3840,0.41644115285,contact_onset,HISTORICAL_EXPLORATORY_EPISODES_40_49,ALL
