action_reconstruction_rmse,balanced_task_effect_error,contact_mode_preserved,distance_spearman_with_correct,intervention,level,mean_abs_distance_change,n_targets,ndcg_at_16,oracle_regret,phase,recall_at_8,relative_mean_abs_distance_change,selected_code_changed,split,task_id,task_progress_abs_error
0.019797950265,0.375290245919,0.852213541667,0.904233618548,history_actions_masks_shuffled_within_task,phase,0.070547057324,1536,0.441067545371,0.311746711395,pre_contact,0.2109375,0.471377077425,0.391276041667,DEVELOPMENT_EPISODES_36_39,ALL,0.000898606587201
0.0197924031696,0.357317869425,0.862630208333,0.970232046586,nominal_shuffled_within_task,phase,0.0240190202666,1536,0.448921695251,0.293774336004,pre_contact,0.215006510417,0.188108506662,0.181640625,DEVELOPMENT_EPISODES_36_39,ALL,0.000806993786237
0.0196868544945,0.355751071378,0.856770833333,0.990899367042,nominal_zeroed,phase,0.0110247261057,1536,0.448956848468,0.292207538135,pre_contact,0.213785807292,0.0871748161593,0.130859375,DEVELOPMENT_EPISODES_36_39,ALL,0.000839223376772
0.0195602260619,0.35828899628,0.845052083333,0.866421917866,state_and_nominal_jointly_shuffled,phase,0.0682140153263,1536,0.433663937812,0.294745462768,pre_contact,0.200358072917,0.67334483874,0.435546875,DEVELOPMENT_EPISODES_36_39,ALL,0.000814789708769
0.0193541871845,0.359008162346,0.848958333333,0.877372956554,state_mask_contact_shuffled_within_task,phase,0.0655406994686,1536,0.437853896046,0.295464629,pre_contact,0.201009114583,0.593709051661,0.407552083333,DEVELOPMENT_EPISODES_36_39,ALL,0.000808369143506
0.0204751874743,0.239230561647,0.959635416667,0.773598583022,all_context_zeroed_action_pair_retained,pooled,0.100805906789,15360,0.54880984637,0.209370305561,ALL,0.270239257813,0.949209691969,0.695572916667,HISTORICAL_EXPLORATORY_EPISODES_40_49,ALL,0.00512671710088
0.0188809870302,0.204320743569,0.960481770833,1,correct_context,pooled,0,15360,0.608194795998,0.174460487625,ALL,0.365226236979,0,0,HISTORICAL_EXPLORATORY_EPISODES_40_49,ALL,0.00495119880651
0.0184618074919,0.211275169829,0.9603515625,0.925935448145,history_actions_masks_shuffled_within_task,pooled,0.0704074313974,15360,0.592030854977,0.181414913835,ALL,0.326521809896,0.61635790275,0.343359375,HISTORICAL_EXPLORATORY_EPISODES_40_49,ALL,0.0047937576289
0.0188766191749,0.204000211429,0.9595703125,0.99096357462,nominal_shuffled_within_task,pooled,0.0137099586617,15360,0.608047721859,0.174139955546,ALL,0.361507161458,0.104178908459,0.1021484375,HISTORICAL_EXPLORATORY_EPISODES_40_49,ALL,0.00480637504057
0.0188798005527,0.204373737716,0.960221354167,0.997524180587,nominal_zeroed,pooled,0.00736775177038,15360,0.608082024836,0.17451348179,ALL,0.363224283854,0.0390433921546,0.0680989583333,HISTORICAL_EXPLORATORY_EPISODES_40_49,ALL,0.00488981189515
0.0185120269025,0.219175032852,0.961328125,0.884020603115,state_and_nominal_jointly_shuffled,pooled,0.0732155343726,15360,0.581201655558,0.189314776818,ALL,0.303068033854,0.597438933843,0.436783854167,HISTORICAL_EXPLORATORY_EPISODES_40_49,ALL,0.00498015273852
0.018444346381,0.218934119294,0.961067708333,0.891272061846,state_mask_contact_shuffled_within_task,pooled,0.0697773720608,15360,0.582850720364,0.189073863305,ALL,0.30556640625,0.569411060001,0.424153645833,HISTORICAL_EXPLORATORY_EPISODES_40_49,ALL,0.00495024551101
0.0204751874743,0.275664713538,0.982291666667,0.787719154516,all_context_zeroed_action_pair_retained,task,0.0651933378947,3840,0.520081043198,0.241388774269,ALL,0.259602864583,0.829044724317,0.677604166667,HISTORICAL_EXPLORATORY_EPISODES_40_49,bowl_on_plate,0.00410477109349
0.0184036932925,0.24406599683,0.980729166667,1,correct_context,task,0,3840,0.556636443055,0.209790057616,ALL,0.328190104167,0,0,HISTORICAL_EXPLORATORY_EPISODES_40_49,bowl_on_plate,0.00327271840719
0.0176537528302,0.248254293295,0.980729166667,0.903948859647,history_actions_masks_shuffled_within_task,task,0.0504439267818,3840,0.549915446327,0.213978354047,ALL,0.2853515625,0.66774611494,0.445052083333,HISTORICAL_EXPLORATORY_EPISODES_40_49,bowl_on_plate,0.00355971255306
0.0184336665254,0.244478294649,0.980989583333,0.991273357227,nominal_shuffled_within_task,task,0.00746550355686,3840,0.557224964258,0.210202355439,ALL,0.3244140625,0.0675707225421,0.111458333333,HISTORICAL_EXPLORATORY_EPISODES_40_49,bowl_on_plate,0.00330197715876
0.0184000052373,0.243928775674,0.98125,0.996110291239,nominal_zeroed,task,0.00526108325808,3840,0.557037444055,0.209652836432,ALL,0.3271484375,0.0444522656682,0.07890625,HISTORICAL_EXPLORATORY_EPISODES_40_49,bowl_on_plate,0.00329158556805
0.0179049752007,0.249223487184,0.98125,0.889687563072,state_and_nominal_jointly_shuffled,task,0.0448590683829,3840,0.542434025689,0.214947547928,ALL,0.272330729167,0.462887376662,0.429947916667,HISTORICAL_EXPLORATORY_EPISODES_40_49,bowl_on_plate,0.00360176447936
0.0178434576922,0.249864726673,0.98203125,0.89907176038,state_mask_contact_shuffled_within_task,task,0.0438660540413,3840,0.542933241491,0.21558878744,ALL,0.275065104167,0.454788597972,0.413020833333,HISTORICAL_EXPLORATORY_EPISODES_40_49,bowl_on_plate,0.00377170039525
0.0204751874743,0.2116125568,0.9828125,0.741517731698,all_context_zeroed_action_pair_retained,task,0.0931699628981,3840,0.525641368781,0.188267809307,ALL,0.27294921875,0.921344742678,0.717447916667,HISTORICAL_EXPLORATORY_EPISODES_40_49,plate_push,0.000185819638522
0.0196047447194,0.174506764419,0.986197916667,1,correct_context,task,0,3840,0.594193399565,0.15116201693,ALL,0.354459635417,0,0,HISTORICAL_EXPLORATORY_EPISODES_40_49,plate_push,0.000178951991749
0.019708719109,0.180095628113,0.986458333333,0.963589676023,history_actions_masks_shuffled_within_task,task,0.0206539838943,3840,0.585208094444,0.156750880529,ALL,0.35087890625,0.207525826935,0.158333333333,HISTORICAL_EXPLORATORY_EPISODES_40_49,plate_push,0.000182549961896
0.0196346606429,0.175616239023,0.986197916667,0.997339600475,nominal_shuffled_within_task,task,0.00406895496348,3840,0.593698930896,0.152271491637,ALL,0.354622395833,0.0310292093318,0.0651041666667,HISTORICAL_EXPLORATORY_EPISODES_40_49,plate_push,0.000179101378236
0.019604738778,0.174643221818,0.98671875,0.999059549525,nominal_zeroed,task,0.0047157468665,3840,0.594522379056,0.151298474394,ALL,0.354850260417,0.0208916983722,0.04453125,HISTORICAL_EXPLORATORY_EPISODES_40_49,plate_push,0.000180218181058
0.0195601627503,0.202031129837,0.9875,0.858826031998,state_and_nominal_jointly_shuffled,task,0.0817889967029,3840,0.559078974784,0.17868638239,ALL,0.295084635417,0.719624122206,0.484375,HISTORICAL_EXPLORATORY_EPISODES_40_49,plate_push,0.000194229052622
0.0195472883229,0.203105865883,0.9875,0.865105082564,state_mask_contact_shuffled_within_task,task,0.0768860070123,3840,0.559540030173,0.17976111853,ALL,0.29560546875,0.652306997342,0.476822916667,HISTORICAL_EXPLORATORY_EPISODES_40_49,plate_push,0.000194423896563
0.0204751874743,0.184814251552,0.93828125,0.734277671237,all_context_zeroed_action_pair_retained,task,0.169408382476,3840,0.57651512579,0.161564689068,ALL,0.269173177083,1.01708960322,0.725260416667,HISTORICAL_EXPLORATORY_EPISODES_40_49,stove_turn_on,0.00142849251454
0.0193351014371,0.140675557838,0.9359375,1,correct_context,task,0,3840,0.677278947312,0.117425995675,ALL,0.406380208333,0,0,HISTORICAL_EXPLORATORY_EPISODES_40_49,stove_turn_on,0.00111734893634
0.0186401373516,0.154383560585,0.935416666667,0.894214985701,history_actions_masks_shuffled_within_task,task,0.152486584501,3840,0.638387109733,0.131133998667,ALL,0.345377604167,0.846264389385,0.4109375,HISTORICAL_EXPLORATORY_EPISODES_40_49,stove_turn_on,0.00122943568071
0.0191775398377,0.139192816498,0.933854166667,0.97821274118,nominal_shuffled_within_task,task,0.0342678915572,3840,0.67741886465,0.115943254372,ALL,0.396907552083,0.260344415922,0.15625,HISTORICAL_EXPLORATORY_EPISODES_40_49,stove_turn_on,0.00110542024669
0.0192314717931,0.140856314951,0.934375,0.995522804878,nominal_zeroed,task,0.0158494297376,3840,0.676213759744,0.117606752745,ALL,0.400716145833,0.0672216630032,0.1,HISTORICAL_EXPLORATORY_EPISODES_40_49,stove_turn_on,0.00112587588356
0.0188363739382,0.161036343959,0.93671875,0.85204457866,state_and_nominal_jointly_shuffled,task,0.114228747747,3840,0.626766579115,0.13778678166,ALL,0.317415364583,0.662536370081,0.47265625,HISTORICAL_EXPLORATORY_EPISODES_40_49,stove_turn_on,0.00117850965252
0.0186847891482,0.15980269518,0.9375,0.864597839176,state_mask_contact_shuffled_within_task,task,0.104216556136,3840,0.631560091152,0.136553132876,ALL,0.322200520833,0.595680962664,0.455729166667,HISTORICAL_EXPLORATORY_EPISODES_40_49,stove_turn_on,0.00116769721499
0.0204751874743,0.284830724699,0.93515625,0.830879774637,all_context_zeroed_action_pair_retained,task,0.0754519438885,3840,0.573001847712,0.2462599496,ALL,0.279231770833,1.02935969766,0.661979166667,HISTORICAL_EXPLORATORY_EPISODES_40_49,wine_rack,0.014787785157
0.018180408672,0.25803465519,0.9390625,1,correct_context,task,0,3840,0.60467039406,0.21946388028,ALL,0.371875,0,0,HISTORICAL_EXPLORATORY_EPISODES_40_49,wine_rack,0.0152357758907
0.0178446206768,0.262367197323,0.938802083333,0.94198827121,history_actions_masks_shuffled_within_task,task,0.0580452304125,3840,0.594612769406,0.223796422097,ALL,0.324479166667,0.743895279742,0.359114583333,HISTORICAL_EXPLORATORY_EPISODES_40_49,wine_rack,0.0142033323199
0.0182606096936,0.256713495544,0.937239583333,0.997028599599,nominal_shuffled_within_task,task,0.00903748456927,3840,0.603848127632,0.218142720736,ALL,0.370084635417,0.0577712860415,0.07578125,HISTORICAL_EXPLORATORY_EPISODES_40_49,wine_rack,0.0146390013786
0.0182829864024,0.258066638422,0.938541666667,0.999404076707,nominal_zeroed,task,0.00364474721934,3840,0.604554516488,0.219495863586,ALL,0.370182291667,0.0236079415747,0.0489583333333,HISTORICAL_EXPLORATORY_EPISODES_40_49,wine_rack,0.0149615679479
0.017746595721,0.264409170427,0.93984375,0.93552423873,state_and_nominal_jointly_shuffled,task,0.051985324657,3840,0.596527042646,0.225838395295,ALL,0.32744140625,0.544707866422,0.36015625,HISTORICAL_EXPLORATORY_EPISODES_40_49,wine_rack,0.0149461077696
0.0177018503607,0.262963189441,0.937239583333,0.936313565263,state_mask_contact_shuffled_within_task,task,0.0541408710535,3840,0.597369518638,0.224392414376,ALL,0.32939453125,0.574867682029,0.351041666667,HISTORICAL_EXPLORATORY_EPISODES_40_49,wine_rack,0.0146671605372
0.0204751874743,0.294923966476,0.954947916667,0.736184335311,all_context_zeroed_action_pair_retained,phase,0.0662462210787,3840,0.413399032594,0.264728927307,contact_onset,0.176106770833,0.596405694368,0.715104166667,HISTORICAL_EXPLORATORY_EPISODES_40_49,ALL,0.0010428210105
0.0174308008672,0.250318759548,0.95390625,1,correct_context,phase,0,3840,0.478625541844,0.220123720663,contact_onset,0.2267578125,0,0,HISTORICAL_EXPLORATORY_EPISODES_40_49,ALL,0.000869369712212
0.0177636933341,0.254361775211,0.952864583333,0.908325944034,history_actions_masks_shuffled_within_task,phase,0.0660470771946,3840,0.466854434741,0.224166736204,contact_onset,0.216731770833,0.55116202477,0.363541666667,HISTORICAL_EXPLORATORY_EPISODES_40_49,ALL,0.000873713217343
0.0174472665137,0.250978917358,0.952864583333,0.994188308646,nominal_shuffled_within_task,phase,0.00906590293653,3840,0.477582300928,0.220783878596,contact_onset,0.225846354167,0.0702580376399,0.0828125,HISTORICAL_EXPLORATORY_EPISODES_40_49,ALL,0.000857073532573
0.0174284186504,0.250960982125,0.953385416667,0.998805697711,nominal_zeroed,phase,0.00347543650646,3840,0.478262213201,0.220765943224,contact_onset,0.226595052083,0.0243658672066,0.0299479166667,HISTORICAL_EXPLORATORY_EPISODES_40_49,ALL,0.000879917090541
0.0179232052123,0.260972917815,0.9546875,0.894745330958,state_and_nominal_jointly_shuffled,phase,0.0641021262512,3840,0.463426266962,0.230777878865,contact_onset,0.215169270833,0.577689196871,0.404427083333,HISTORICAL_EXPLORATORY_EPISODES_40_49,ALL,0.000866644389099
0.0178460562693,0.261145507038,0.953385416667,0.901093651137,state_mask_contact_shuffled_within_task,phase,0.056889540876,3840,0.46409093249,0.230950468134,contact_onset,0.215983072917,0.508009941912,0.3953125,HISTORICAL_EXPLORATORY_EPISODES_40_49,ALL,0.000870266863312
0.0204751874743,0.015541889085,1,0.827738563099,all_context_zeroed_action_pair_retained,phase,0.0817993341664,3840,0.957154943216,0.00505603440139,free_space,0.54248046875,1.89450423187,0.671614583333,HISTORICAL_EXPLORATORY_EPISODES_40_49,ALL,7.22801448324e-19
