evidence_set,task_id,phase,method,n,settled_effect_error_mean,immediate_effect_error_mean,contact_mode_preservation,task_progress_preservation_005,task_progress_mae,action_reconstruction_error_mean,codebook_utilization,assignment_normalized_entropy,normalized_codebook_perplexity,dead_code_ratio,clipped_coordinate_rate,infeasible_assignment_rate,infeasible_token_rate,solver_latency_ms_mean
old_test_internal_screen,stove_turn_on,post_contact,M6_permuted_j_reca,192,172.77131338679894,130.16447545981114,0.890625,1.0,0.0055717637217162054,0.028704241672918,0.015625,-0.0,0.015625,0.984375,0.0,0.0,0.015625,7.8891756795655965
old_test_internal_screen,stove_turn_on,post_contact,M7_random_spd_constrained,192,154.28624800405348,184.60280395681764,0.890625,1.0,0.004890895718758833,0.024816559739950606,0.015625,-0.0,0.015625,0.984375,0.0,0.0,0.015625,2.6125634217351035
old_test_internal_screen,stove_turn_on,post_contact,O1_true_effect_oracle,192,33.94918633850299,107.03653338087004,0.890625,1.0,0.0009421558518135217,0.02137623962890652,0.9375,0.9223988130222998,0.7405147004027469,0.0625,0.0,0.0,0.0,0.0
old_test_internal_screen,stove_turn_on,post_contact,O2_linear_j_oracle,192,77.76086402844261,109.2232149735194,0.859375,1.0,0.002380739261858199,0.020324942464924407,0.9166666666666666,0.9052072181040453,0.6928360325169103,0.08333333333333337,0.0,0.0,0.0,0.0
old_test_internal_screen,stove_turn_on,pre_contact,M0_frozen_caaa_v2,192,6907.346621737488,1628.2754379072783,0.859375,0.5625,0.24162579720945745,0.8891176511704262,0.015625,-0.0,0.015625,0.984375,0.6521267361111112,0.0,0.0,0.0
old_test_internal_screen,stove_turn_on,pre_contact,M1_covariance_mahalanobis,192,580.249751312744,508.75547799210403,0.5,0.9479166666666666,0.015227881431674797,0.0861173307593694,0.109375,0.397694636664996,0.08168232942715276,0.890625,0.0,0.0,0.0,0.0
old_test_internal_screen,stove_turn_on,pre_contact,M2_centered_covariance_residual,192,3.263113835369952,4.807701679726977e-09,1.0,1.0,1.8012679914446325e-05,5.246855309548246e-17,0.75,0.930827083453526,0.7499999999999998,0.25,0.0,0.0,0.0,0.0
old_test_internal_screen,stove_turn_on,pre_contact,M3_cara,192,152.9710010862832,104.91294361621833,0.96875,1.0,0.0020367987762204445,0.020595962138576476,0.015625,-0.0,0.015625,0.984375,0.0,0.0,0.0,0.0
old_test_internal_screen,stove_turn_on,pre_contact,M4_reca,192,154.07948164454118,174.47304104455597,0.7708333333333334,1.0,0.0024075290176532077,0.028707431714160403,0.015625,-0.0,0.015625,0.984375,0.0,0.0,0.015625,9.419349847348713
old_test_internal_screen,stove_turn_on,pre_contact,M5_phase_residual_kmeans,192,3.333419687139673,4.805865279779258e-09,1.0,1.0,1.895331487158519e-05,1.1079191649572325e-17,0.75,0.930827083453526,0.7499999999999998,0.25,0.0,0.0,0.0,0.0
old_test_internal_screen,stove_turn_on,pre_contact,M6_permuted_j_reca,192,167.04300192097344,128.58500292998428,0.7708333333333334,1.0,0.002519240030221383,0.028707431714160403,0.015625,-0.0,0.015625,0.984375,0.0,0.0,0.015625,8.365500058516773
old_test_internal_screen,stove_turn_on,pre_contact,M7_random_spd_constrained,192,135.4224559107973,116.09260366434364,0.96875,1.0,0.0020869288858087914,0.021199568845133448,0.015625,-0.0,0.015625,0.984375,0.0,0.0,0.0,0.3183752342010848
old_test_internal_screen,stove_turn_on,pre_contact,O1_true_effect_oracle,192,35.0407921161483,103.78021810221124,0.96875,1.0,0.0005992225112876993,0.020850591046915463,0.875,0.9085494723750285,0.7018585612269038,0.125,0.0,0.0,0.0,0.0
old_test_internal_screen,stove_turn_on,pre_contact,O2_linear_j_oracle,192,95.4938124891449,98.15352120072431,0.96875,1.0,0.001218477061007536,0.020193530319426643,0.7916666666666666,0.8796840678461398,0.6276534109955199,0.20833333333333337,0.0,0.0,0.0,0.0
old_test_internal_screen,wine_rack,contact_onset,M0_frozen_caaa_v2,192,4228.66956864958,2420.7778349788873,0.59375,1.0,0.002782292530790403,0.8029696110570516,0.015625,-0.0,0.015625,0.984375,0.6143663194444444,0.0,0.0,0.0
old_test_internal_screen,wine_rack,contact_onset,M1_covariance_mahalanobis,192,531.1054815309077,233.83028341452902,0.8229166666666666,1.0,0.0004081658423097684,0.05163081970187453,0.046875,0.2421102987597095,0.04276759208267795,0.953125,0.0,0.0,0.0,0.0
old_test_internal_screen,wine_rack,contact_onset,M2_centered_covariance_residual,192,0.00013122119829238468,0.00013299269034458026,1.0,1.0,8.475990308925985e-12,5.2041463012316654e-17,0.75,0.930827083453526,0.7499999999999998,0.25,0.0,0.0,0.0,0.0
old_test_internal_screen,wine_rack,contact_onset,M3_cara,192,223.12813574691884,113.72274350602993,0.84375,1.0,0.00013618871384332354,0.03707726832097361,0.015625,-0.0,0.015625,0.984375,0.0,0.0,0.0,0.0
old_test_internal_screen,wine_rack,contact_onset,M4_reca,192,231.40091274138885,115.51889394750903,0.84375,1.0,0.0001347003504355444,0.02870942791833227,0.015625,-0.0,0.015625,0.984375,0.0,0.0,0.0,10.114502683563842
old_test_internal_screen,wine_rack,contact_onset,M5_phase_residual_kmeans,192,0.13253867980998932,0.03261922279829773,0.9947916666666666,1.0,6.158359604023529e-07,1.0815782775748054e-17,0.75,0.930827083453526,0.7499999999999998,0.25,0.0,0.0,0.0,0.0
old_test_internal_screen,wine_rack,contact_onset,M6_permuted_j_reca,192,226.07079461251337,112.84231800736222,0.8229166666666666,1.0,0.00014974202889089786,0.02870942791833227,0.015625,-0.0,0.015625,0.984375,0.0,0.0,0.0,9.26127320303749
old_test_internal_screen,wine_rack,contact_onset,M7_random_spd_constrained,192,226.30779788131193,108.76893788429352,0.84375,1.0,0.00014532675776191334,0.02054508663260183,0.015625,-0.0,0.015625,0.984375,0.0,0.0,0.0,0.39861186314738006
old_test_internal_screen,wine_rack,contact_onset,O1_true_effect_oracle,192,72.7194866923955,93.05071878946107,0.8333333333333334,1.0,7.693056050494448e-05,0.02012782424667776,0.9791666666666666,0.886015412481703,0.6432272148106616,0.02083333333333337,0.0,0.0,0.0,0.0
old_test_internal_screen,wine_rack,contact_onset,O2_linear_j_oracle,192,85.41694338007608,94.87229484511424,0.8489583333333334,1.0,9.142133449826244e-05,0.019536469591937822,0.8333333333333334,0.8725474437253282,0.6105503809893037,0.16666666666666663,0.0,0.0,0.0,0.0
old_test_internal_screen,wine_rack,free_space,M0_frozen_caaa_v2,192,452.98638552630814,168.72238553563326,1.0,1.0,0.0,0.1420448344162312,0.015625,-0.0,0.015625,0.984375,0.0,0.0,0.0,0.0
old_test_internal_screen,wine_rack,free_space,M1_covariance_mahalanobis,192,35.6844834621838,17.5734719822523,1.0,1.0,0.0,0.030394959571085494,0.03125,0.1352130207431888,0.027418208603176925,0.96875,0.0,0.0,0.0,0.0
old_test_internal_screen,wine_rack,free_space,M2_centered_covariance_residual,192,4.3091864086094713e-13,2.4683285277332813e-13,1.0,1.0,0.0,5.322702181964475e-17,0.75,0.930827083453526,0.7499999999999998,0.25,0.0,0.0,0.0,0.0
old_test_internal_screen,wine_rack,free_space,M3_cara,192,14.625602257810732,18.520735753221217,1.0,1.0,0.0,0.06007244065032689,0.015625,-0.0,0.015625,0.984375,0.0,0.0,0.0,0.0
old_test_internal_screen,wine_rack,free_space,M4_reca,192,14.599308179978982,14.206568463703597,1.0,1.0,0.0,0.02871268399759615,0.015625,-0.0,0.015625,0.984375,0.0,0.0,0.015625,6.295590159879794
old_test_internal_screen,wine_rack,free_space,M5_phase_residual_kmeans,192,7.346295253616766e-14,3.74544499907863e-14,1.0,1.0,0.0,1.2410915569084597e-17,0.75,0.930827083453526,0.7499999999999998,0.25,0.0,0.0,0.0,0.0
old_test_internal_screen,wine_rack,free_space,M6_permuted_j_reca,192,14.62485184262161,14.41368339090607,1.0,1.0,0.0,0.02871268399759615,0.015625,-0.0,0.015625,0.984375,0.0,0.0,0.015625,6.609019499819624
old_test_internal_screen,wine_rack,free_space,M7_random_spd_constrained,192,19.959421810317554,10.577175474572778,1.0,1.0,0.0,0.02835944146687604,0.015625,-0.0,0.015625,0.984375,0.0,0.0,0.03125,9.763697308926567
old_test_internal_screen,wine_rack,free_space,O1_true_effect_oracle,192,6.719072052095785,5.168349912964669,1.0,1.0,0.0,0.014805632354018319,0.7916666666666666,0.8984532465253191,0.6749559194870954,0.20833333333333337,0.0,0.0,0.0,0.0
old_test_internal_screen,wine_rack,free_space,O2_linear_j_oracle,192,6.719193322395256,5.1667422212210585,1.0,1.0,0.0,0.014805632354018319,0.7916666666666666,0.8974242528887443,0.6722726201957459,0.20833333333333337,0.0,0.0,0.0,0.0
old_test_internal_screen,wine_rack,post_contact,M0_frozen_caaa_v2,192,1011004.305320792,1156860.0244107735,1.0,0.34375,0.13395333256584466,0.3607947587213,0.125,0.3429885759384507,0.06506075865823821,0.875,0.1996527777777778,0.0,0.0,0.0
old_test_internal_screen,wine_rack,post_contact,M1_covariance_mahalanobis,192,802714.3850839379,1425721.9485656703,1.0,0.8229166666666666,0.06906497371056923,0.07914722102880521,0.046875,0.19812031259014454,0.0356172977649184,0.953125,0.0,0.0,0.0,0.0
old_test_internal_screen,wine_rack,post_contact,M2_centered_covariance_residual,192,31197.55185161633,77458.61240017498,1.0,1.0,4.6425128706002856e-05,5.230738208541845e-17,0.75,0.930827083453526,0.7499999999999998,0.25,0.0,0.0,0.0,0.0
old_test_internal_screen,wine_rack,post_contact,M3_cara,192,1451880.0587874176,1667881.0670250037,1.0,0.7604166666666666,0.08155515572430012,0.4949993641249106,0.328125,0.40001259379662824,0.08247356395610665,0.671875,0.4728732638888889,0.0,0.0,0.0
old_test_internal_screen,wine_rack,post_contact,M4_reca,192,250050.59875801113,1153378.4123446676,1.0,0.9270833333333334,0.029809656435977924,0.028142482911745887,0.375,0.4232139348742232,0.090828169112622,0.625,0.0,0.0,0.0,5.535761711144005
old_test_internal_screen,wine_rack,post_contact,M5_phase_residual_kmeans,192,21223.73322469079,70216.08930853663,1.0,1.0,5.5619784808144786e-05,1.1011935595223302e-17,0.75,0.930827083453526,0.7499999999999998,0.25,0.0,0.0,0.0,0.0
old_test_internal_screen,wine_rack,post_contact,M6_permuted_j_reca,192,196246.66912022675,1099084.7282655733,1.0,0.9166666666666666,0.033954780283017134,0.028142482911745887,0.375,0.4232139348742232,0.090828169112622,0.625,0.0,0.0,0.0,5.362755156056664
old_test_internal_screen,wine_rack,post_contact,M7_random_spd_constrained,192,276187.67969443,1510470.0991090431,1.0,0.921875,0.03254526947800138,0.026065421046953304,0.484375,0.7150448011385065,0.30571702613753204,0.515625,0.0,0.0,0.0,5.270665335729063
old_test_internal_screen,wine_rack,post_contact,O1_true_effect_oracle,192,12183.269590696049,1317208.8340192528,1.0,1.0,0.0018244877165293878,0.02034045356462769,0.9791666666666666,0.9402534364135853,0.7935085552946569,0.02083333333333337,0.0,0.0,0.0,0.0
old_test_internal_screen,wine_rack,post_contact,O2_linear_j_oracle,192,278910.63456781715,1149322.1165002903,1.0,0.9322916666666666,0.027556807098034677,0.01940505744644006,1.0,0.9505377425475157,0.8257375095187128,0.0,0.0,0.0,0.0,0.0
old_test_internal_screen,wine_rack,pre_contact,M0_frozen_caaa_v2,192,3493.9267838397645,1245.6231508078363,0.5052083333333334,1.0,0.005964714004801498,0.8964047000143543,0.015625,-0.0,0.015625,0.984375,0.6870659722222222,0.0,0.0,0.0
old_test_internal_screen,wine_rack,pre_contact,M1_covariance_mahalanobis,192,635.2324138230832,241.31866178837836,0.53125,1.0,0.0003507208067167601,0.08095664050948312,0.0625,0.1984704735168254,0.035669204250669065,0.9375,0.0,0.0,0.0,0.0
old_test_internal_screen,wine_rack,pre_contact,M2_centered_covariance_residual,192,0.0018398168120502864,8.530812803296386e-10,1.0,1.0,7.892039917628893e-10,5.210212224196204e-17,0.75,0.930827083453526,0.7499999999999998,0.25,0.0,0.0,0.0,0.0
old_test_internal_screen,wine_rack,pre_contact,M3_cara,192,255.75414645132244,81.76788609612684,0.921875,1.0,0.00024008882458623326,0.0215500505354239,0.015625,-0.0,0.015625,0.984375,0.0,0.0,0.0,0.0
old_test_internal_screen,wine_rack,pre_contact,M4_reca,192,265.6365552418775,95.92263230507446,0.921875,1.0,0.00023629960692528773,0.028708976057790204,0.015625,-0.0,0.015625,0.984375,0.0,0.0,0.0,9.606896714785762
old_test_internal_screen,wine_rack,pre_contact,M5_phase_residual_kmeans,192,4.3520313028139956e-09,8.539138813065719e-10,1.0,1.0,1.7732849332448748e-15,1.1106521772015407e-17,0.75,0.930827083453526,0.7499999999999998,0.25,0.0,0.0,0.0,0.0
old_test_internal_screen,wine_rack,pre_contact,M6_permuted_j_reca,192,263.83507676982373,81.72708598302863,0.921875,1.0,0.0002132997304912242,0.028708976057790204,0.015625,-0.0,0.015625,0.984375,0.0,0.0,0.0,9.265670327977205
old_test_internal_screen,wine_rack,pre_contact,M7_random_spd_constrained,192,247.80322684361457,81.12160215941935,0.921875,1.0,0.00023409815473241475,0.020435624376063923,0.015625,-0.0,0.015625,0.984375,0.0,0.0,0.0,0.4689214647441986
old_test_internal_screen,wine_rack,pre_contact,O1_true_effect_oracle,192,58.96125751581386,65.26172787318764,0.9166666666666666,1.0,8.202579929171864e-05,0.021179121410659873,0.9166666666666666,0.9056910300037306,0.6941348840168899,0.08333333333333337,0.0,0.0,0.0,0.0
old_test_internal_screen,wine_rack,pre_contact,O2_linear_j_oracle,192,156.51113556064593,82.39062820278964,0.9270833333333334,1.0,0.0001539099672427255,0.019930706028431115,0.9583333333333334,0.9269046488057996,0.753544807064307,0.04166666666666663,0.0,0.0,0.0,0.0
